"id","hotel_name","continent","country","city","address","services","eco_mark"
"124","NH Brussels Carrefour Europe","Europe","Belgique","Bruxelles"," Rue Marche aux Herbes - Grasmarkt Straat, 110, B-1000 Bruxelles Belgique","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|65 Chambres","True"
"125","NH Brussels EU Berlaymont","Europe","Belgique","Bruxelles"," Boulevard Charlemagne - Karel de Grotelaan, 11-19, 1000 Bruxelles Belgique","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|214 Chambres","True"
"126","NH Brussels Grand Place Arenberg","Europe","Belgique","Bruxelles"," Rue d'Assaut - Stormstraat, 15, 1000 Bruxelles Belgique","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Centre sportif|Animaux|Occasions spéciales|Réunions|155 Chambres","True"
"127","NH Brussels Louise","Europe","Belgique","Bruxelles"," Chaussée De Charleroi - Charleroise Steenweg, 17, 1060 Bruxelles Belgique","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|246 Chambres","True"
"128","NH Brussels Stéphanie","Europe","Belgique","Bruxelles"," Rue Jean Stas - Jean Stasstraat, 32, 1060 Bruxelles Belgique","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Baby-sitter|67 Chambres","True"
"129","NH Collection Brussels Centre","Europe","Belgique","Bruxelles"," Boulevard Adolphe Max - Adolphe Maxlaan, 7, 1000 Bruxelles Belgique","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|241 Chambres","True"
"130","NH Collection Brussels Grand Sablon","Europe","Belgique","Bruxelles"," Rue Bodenbroek - Bodenbroekstraat, 2, B-1000 Bruxelles Belgique","Wi-Fi gratuit|Parking|100%|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|196 Chambres","True"
"131","nhow Brussels Bloom","Europe","Belgique","Bruxelles"," Rue Royale - Koningsstraat, 250, 1210 Bruxelles Belgique","Wi-Fi gratuit|Parking|Centre sportif|100%|Eco-friendly|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|305 Chambres","True"
"132","NH Gent Belfort","Europe","Belgique","Gand"," Hoogpoort 63, 9000 Gand Belgique","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|174 Chambres","True"
"133","NH Mechelen","Europe","Belgique","Malines"," Korenmarkt, 22-24, 2800 Malines Belgique","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|43 Chambres","True"
"134","NH Campo de Gibraltar","Europe","Espagne","Algeciras"," Brújula, 27 (Las Marismas), 11372 Los Barrios Algeciras Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","False"
"135","NH Alicante","Europe","Espagne","Alicante"," México, 18 (esquina Rosa Chacel), 03008 Alicante Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","False"
"136","NH Collection Palacio de Aranjuez","Europe","Espagne","Aranjuez"," C/ San Antonio, 22, 28300 Aranjuez Espagne","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|86 Chambres","True"
"137","NH Collection Palacio de Avilés","Europe","Espagne","Aviles"," Plaza de España, 9, 33402 Aviles Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Accessibilité|78 Chambres","False"
"138","NH Gran Hotel Casino Extremadura","Europe","Espagne","Badajoz"," Adolfo Diaz Ambrona, 11, 06006 Badajoz Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|58 Chambres","False"
"139","NH Barcelona Diagonal Center","Europe","Espagne","Barcelone"," Àlaba, 94-96, 08018 Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Navette|Occasions spéciales|Réunions|129 Chambres","False"
"140","NH Barcelona Eixample","Europe","Espagne","Barcelone"," València, 105-107, 08011 Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|81 Chambres","True"
"141","NH Barcelona Entenza","Europe","Espagne","Barcelone"," Ecuador, 20, 08029 Barcelone Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Animaux|Réunions|48 Chambres","False"
"142","NH Barcelona Les Corts","Europe","Espagne","Barcelone"," Calle Nicaragua, 146 08029 Barcelone Espagne","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|81 Chambres","False"
"143","NH Barcelona Stadium","Europe","Espagne","Barcelone"," Travessera de les Corts, 150-152, 08028 Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|106 Chambres","True"
"144","NH Collection Barcelona Constanza","Europe","Espagne","Barcelone"," C/ Deu i Mata, 69-99, 08029 Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|308 Chambres","True"
"145","NH Collection Barcelona Gran Hotel Calderón","Europe","Espagne","Barcelone"," Rambla Catalunya, 26, 08007 Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|255 Chambres","True"
"146","NH Collection Barcelona Pódium","Europe","Espagne","Barcelone"," Bailén, 4-6, 08010 Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|140 Chambres","True"
"147","NH Porta Barcelona","Europe","Espagne","Barcelone"," Avda. Generalitat de Catalunya, 2-6, 08960 Sant Just Desvern Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|99 Chambres","True"
"148","NH Sant Boi","Europe","Espagne","Barcelone"," Crta. Sta. Creu de Calafell, 101, 08830 Sant Boi de Llobregat Barcelone Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|124 Chambres","False"
"149","NH Sants Barcelona","Europe","Espagne","Barcelone"," Numancia, 74, 08029 Barcelone Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|203 Chambres","True"
"150","NH Bilbao Deusto","Europe","Espagne","Bilbao"," Francisco Maciá, 9, 48014 Bilbao Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|71 Chambres","True"
"151","NH Collection Villa de Bilbao","Europe","Espagne","Bilbao"," Gran Vía, 87, 48011 Bilbao Espagne","Wi-Fi gratuit|Parking|100%|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|142 Chambres","True"
"152","NH La Avanzada","Europe","Espagne","Bilbao"," Paseo Landabarri, 5, 48940 Leioa-Getxo Bilbao Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Réunions|120 Chambres","False"
"153","NH Collection Palacio de Burgos","Europe","Espagne","Burgos"," Calle de la Merced, 13, 09002 Burgos Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|110 Chambres","False"
"154","NH Collection Cáceres Palacio de Oquendo","Europe","Espagne","Cáceres"," Pza. San Juan 11, 10003 Cáceres Espagne","Wi-Fi gratuit|Climatisation - Contrôle de la climatisation|Centre sportif|Eco-friendly|Animaux|Occasions spéciales|Réunions|86 Chambres","True"
"155","NH Campo Cartagena","Europe","Espagne","Carthagène"," Ciudadela 24, 30203 Carthagène Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","False"
"156","NH Cartagena","Europe","Espagne","Carthagène"," Real 2. Plza. Héroes de Cavite, 30201 Carthagène Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","False"
"157","NH Castellón Mindoro","Europe","Espagne","Castellon"," Moyano, 4, 12002 Castellon Espagne","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|102 Chambres","False"
"158","NH Castellón Turcosa","Europe","Espagne","Castellon"," Treballadors de la Mar, 1, 12100 Castellon Espagne","Wi-Fi gratuit|Climatisation - Contrôle de la climatisation|Animaux|Centre sportif|Occasions spéciales|Réunions|70 Chambres","False"
"159","NH Ciudad Real","Europe","Espagne","Ciudad Real"," Avenida Alarcos, 25, 13001 Ciudad Real Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|89 Chambres","False"
"160","NH Collection Amistad Córdoba","Europe","Espagne","Cordoue"," Plaza de Maimónides, 3, 14004 Cordoue Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Piscine|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|108 Chambres","True"
"161","NH Córdoba Califa","Europe","Espagne","Cordoue"," Lope de Hoces, 14, 14003 Cordoue Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|65 Chambres","False"
"162","NH Ciudad de Cuenca","Europe","Espagne","Cuenca"," Ronda de San José, 1, 16004 Cuenca Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|74 Chambres","False"
"163","NH Gijón","Europe","Espagne","Gijon"," C/ Dr. Fleming, 71, 33203 Gijon Espagne","Wi-Fi gratuit|Parking|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|70 Chambres","True"
"164","NH Collection Granada Victoria","Europe","Espagne","Grenade"," Puerta Real, 3, 18005 Grenade Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Réunions|70 Chambres","True"
"165","NH Luz Huelva","Europe","Espagne","Huelva"," Alameda Sundheim, 26, 21003 Huelva Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Centre sportif|Animaux|Occasions spéciales|Réunions|106 Chambres","False"
"166","NH Avenida Jerez","Europe","Espagne","Jerez de la Frontera"," Avda. Alcalde Alvaro Domecq, 10, 11405 Jerez de la Frontera Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|95 Chambres","False"
"167","NH Collection A Coruña Finisterre","Europe","Espagne","La Corogne"," Paseo del Parrote, 2-4 15001 La Corogne Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|92 Chambres","False"
"168","NH Imperial Playa","Europe","Espagne","Las Palmas de Gran Canaria"," Ferreras, 1, 35008 Las Palmas de Gran Canaria Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|162 Chambres","False"
"169","NH Las Palmas Playa Las Canteras","Europe","Espagne","Las Palmas de Gran Canaria"," Prudencio Morales, 41, 35009 Las Palmas de Gran Canaria Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|67 Chambres","False"
"170","NH Collection León Plaza Mayor","Europe","Espagne","Leon"," Plaza Mayor, 15-17, 24000 Leon Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Réunions|51 Chambres","True"
"171","NH Lleida Pirineos","Europe","Espagne","Lleida"," Passeig de Ronda, 63, 25006 Lleida Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|92 Chambres","False"
"172","NH Logroño","Europe","Espagne","Logroño"," Avda. Club Deportivo, 98, 26007 Logroño Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|110 Chambres","False"
"173","NH Logroño Herencia Rioja","Europe","Espagne","Logroño"," Marqués de Murrieta, 14, 26005 Logroño Espagne","Wi-Fi gratuit|Parking|100%|Animaux|Centre sportif|Baby-sitter|Occasions spéciales|Réunions|83 Chambres","False"
"174","NH Alcorcón","Europe","Espagne","Madrid"," Avda. Europa nº2 Edificio A, 28922 Alcorcón Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|102 Chambres","False"
"175","NH Collection Madrid Abascal","Europe","Espagne","Madrid"," C/José Abascal 47, 28003 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Animaux|Climatisation - Contrôle de la climatisation|Eco-friendly|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|183 Chambres","True"
"176","NH Collection Madrid Colón","Europe","Espagne","Madrid"," Calle Marqués de Zurgena, 4, 28001 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|146 Chambres","True"
"177","NH Collection Madrid Eurobuilding","Europe","Espagne","Madrid"," Padre Damián, 23, 28036 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|412 Chambres","True"
"178","NH Collection Madrid Gran Vía","Europe","Espagne","Madrid"," Gran Via, 21, 28013 Madrid Espagne","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|94 Chambres","False"
"179","NH Collection Madrid Palacio de Tepa","Europe","Espagne","Madrid"," San Sebastian, 2, 28012 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|83 Chambres","True"
"180","NH Collection Madrid Paseo del Prado","Europe","Espagne","Madrid"," Plaza Cánovas del Castillo, 4, 28014 Madrid Espagne","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|113 Chambres","True"
"181","NH Collection Madrid Suecia","Europe","Espagne","Madrid"," Calle del Marqués de Casa Riera 4, 28014 Madrid Espagne","Wi-Fi gratuit|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|123 Chambres","True"
"182","NH Leganés","Europe","Espagne","Madrid"," Esteban Terradas, 13, 28914 Leganés Madrid Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Animaux|78 Chambres","False"
"183","NH Madrid Alonso Martínez","Europe","Espagne","Madrid"," Santa Engracia, 5, 28010 Madrid Espagne","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Réunions|101 Chambres","True"
"184","NH Madrid Atocha","Europe","Espagne","Madrid"," Paseo Infanta Isabel, 9, 28014 Madrid Espagne","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Animaux|Réunions|68 Chambres","False"
"185","NH Madrid Balboa","Europe","Espagne","Madrid"," Núñez de Balboa, 112, 28006 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|111 Chambres","False"
"186","NH Madrid Barajas Airport","Europe","Espagne","Madrid"," Catamarán, 1, 28042 Barajas Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Navette|173 Chambres","False"
"187","NH Madrid Chamberí","Europe","Espagne","Madrid"," Bretón de los Herreros, 29, 28003 Madrid Espagne","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|54 Chambres","False"
"188","NH Madrid Lagasca","Europe","Espagne","Madrid"," Lagasca, 64, 28001 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","False"
"189","NH Madrid Las Tablas","Europe","Espagne","Madrid"," Avenida de Burgos, 131, 28050 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|149 Chambres","False"
"190","NH Madrid Nacional","Europe","Espagne","Madrid"," Paseo del Prado, 48, 28014 Madrid Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|206 Chambres","True"
"191","NH Madrid Paseo de la Habana","Europe","Espagne","Madrid"," Paseo de la Habana, 73, 28036 Madrid Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|155 Chambres","False"
"192","NH Madrid Príncipe de Vergara","Europe","Espagne","Madrid"," Príncipe de Vergara, 92, 28006 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Navette|Occasions spéciales|Réunions|155 Chambres","False"
"193","NH Madrid Ribera del Manzanares","Europe","Espagne","Madrid"," Paseo Virgen del Puerto, 57, 28005  Madrid Espagne","Wi-Fi gratuit|Parking|Piscine|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|224 Chambres","True"
"194","NH Madrid Sur","Europe","Espagne","Madrid"," Avd. Ciudad de Barcelona, 113, 28007 Madrid Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|62 Chambres","False"
"195","NH Madrid Ventas","Europe","Espagne","Madrid"," Biarritz, 2, 28028 Madrid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|199 Chambres","True"
"196","NH Madrid Zurbano","Europe","Espagne","Madrid"," Calle Zurbano, 79-81, 28003 Madrid Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|257 Chambres","True"
"197","NH Pozuelo Ciudad de la Imagen","Europe","Espagne","Madrid"," Calle Luis Buñuel, nº 1, 28223 Pozuelo de Alarcón Madrid Espagne","Wi-Fi gratuit|Climatisation - Contrôle de la climatisation|Animaux|76 Chambres","False"
"198","NH Villa de Coslada","Europe","Espagne","Madrid"," Avenida de la Constitución, 75, 28820 Coslada Madrid Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|78 Chambres","False"
"199","NH Málaga","Europe","Espagne","Malaga"," Calle San Jacinto, 2, 29007 Malaga Espagne","Wi-Fi gratuit|Parking|100%|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|245 Chambres","False"
"200","Anantara Villa Padierna Palace Benahavís Marbella Resort","Europe","Espagne","Marbella"," Urb. Villa Padierna Golf Resort. Crta Cadiz km 166 29679 Marbella Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Golf|Occasions spéciales|Réunions|132 Chambres","False"
"201","NH Marbella","Europe","Espagne","Marbella"," Avenida Conde de Rudi, s/n Finca de la Caridad, 29600 Marbella Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|163 Chambres","False"
"202","NH San Pedro de Alcántara","Europe","Espagne","Marbella"," Jerez, 1, 29670 San Pedro de Alcantara Marbella Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Occasions spéciales|Réunions|60 Chambres","False"
"203","NH Amistad Murcia","Europe","Espagne","Murcie"," Condestable, 1, 30009 Murcie Espagne","Wi-Fi gratuit|Parking|100%|Centre sportif|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|144 Chambres","False"
"204","NH Ourense","Europe","Espagne","Ourense"," Celso Emilio Ferreiro, 24, 32004 Ourense Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|41 Chambres","False"
"205","NH Oviedo Principado","Europe","Espagne","Oviedo"," San Francisco, 6, 33003 Oviedo Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Occasions spéciales|Réunions|89 Chambres","False"
"206","NH Pamplona Iruña Park","Europe","Espagne","Pampelune"," Arcadio Mª Larraona, 1, 31008 Pampelune Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|213 Chambres","True"
"207","NH Ciutat de Reus","Europe","Espagne","Reus"," Avinguda Marià Fortuny, 85, 43203 Reus Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|84 Chambres","True"
"208","NH Collection Santiago de Compostela","Europe","Espagne","Saint Jacques de Compostelle"," Avenida Burgo das Nacions s/n, 15705 Saint Jacques de Compostelle Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|150 Chambres","False"
"209","NH Collection San Sebastián Aránzazu","Europe","Espagne","Saint Sébastien"," Vitoria-Gasteiz, 1, 20018 Saint Sébastien Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|180 Chambres","True"
"210","NH Collection Salamanca Palacio de Castellanos","Europe","Espagne","Salamanque"," San Pablo, 58-64, 37008 Salamanque Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Baby-sitter|Occasions spéciales|Réunions|62 Chambres","False"
"211","NH Salamanca Puerta de la Catedral","Europe","Espagne","Salamanque"," Plaza Juan XXIII, 5, 37008 Salamanque Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|37 Chambres","False"
"212","NH Tenerife","Europe","Espagne","Santa Cruz de Tenerife"," Candelaria Esquina Doctor Allart, 38003 Santa Cruz de Tenerife Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|64 Chambres","False"
"213","NH Ciudad de Santander","Europe","Espagne","Santander"," Menéndez Pelayo, 13-15, 39006 Santander Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|62 Chambres","True"
"214","NH Ciudad de Zaragoza","Europe","Espagne","Saragosse"," Avenida César Augusto, 125, 50003 Saragosse Espagne","Wi-Fi gratuit|Centre sportif|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|124 Chambres","False"
"215","NH Collection Gran Hotel de Zaragoza","Europe","Espagne","Saragosse"," Joaquin Costa, 5, 50001 Saragosse Espagne","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|133 Chambres","True"
"216","NH Sport","Europe","Espagne","Saragosse"," Moncayo, 5 (esq. Calle Asturias), 50010 Saragosse Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Réunions|64 Chambres","False"
"217","NH Collection Sevilla","Europe","Espagne","Séville"," Avda Diego Martinez Barrio, 8, 41013 Séville Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|252 Chambres","True"
"218","NH Sevilla Plaza de Armas","Europe","Espagne","Séville"," Marqués de Paradas, s/n, 41001 Séville Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|262 Chambres","True"
"219","NH Ciudad de Valencia","Europe","Espagne","Valence"," Avenida del Puerto, 214, 46023 Valence Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|149 Chambres","False"
"220","NH Collection Valencia Colón","Europe","Espagne","Valence"," Calle Colón, 32, 46004 Valence Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Accessibilité|47 Chambres","False"
"221","NH Valencia Center","Europe","Espagne","Valence"," Ricardo Micó, 1, 46009 Valence Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|192 Chambres","False"
"222","NH Valencia Las Artes","Europe","Espagne","Valence"," Avenida Instituto Obrero, 28, 46013 Valence Espagne","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|174 Chambres","False"
"223","NH Valencia Las Ciencias","Europe","Espagne","Valence"," Instituto Obrero de Valencia, 26-28, 46013 Valence Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|121 Chambres","False"
